id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName;naturalLanguage;author;ruleName
329;134;environment/dateTime/@localDate;datetime;localdate;condition;equal;rule;09/02/2019;datetime-localdate;If it's 6:50 am and it's December 9th, send a text reminder to go to work.;student2019-3;vai a lavoro presto il 9
330;134;Reminders;reminders;reminders;action;OPERATOR;none;"""Svegliati""";reminders-reminders;If it's 6:50 am and it's December 9th, send a text reminder to go to work.;student2019-3;vai a lavoro presto il 9
331;135;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the fridge door is open, it sends a notification as a reminder reminding you to close the fridge door.;student2019-4;porta del frigo apera
332;135;Reminders;reminders;reminders;action;OPERATOR;none;Close the fridge door;reminders-reminders;If the fridge door is open, it sends a notification as a reminder reminding you to close the fridge door.;student2019-4;porta del frigo apera
333;136;environment/@temperatureLevel;bedroom;temperaturelevel;event;lessthen;and;22;bedroom-temperaturelevel;When the bedroom temperature is below 22 ° and it's 10pm, it sends a notification as a reminder reminding you to turn on the heating in the bedroom.;student2019-4;accendi il riscaldamento camera da letto
334;136;environment/dateTime/@localTime;datetime;localtime;condition;equal;rule;22:00;datetime-localtime;When the bedroom temperature is below 22 ° and it's 10pm, it sends a notification as a reminder reminding you to turn on the heating in the bedroom.;student2019-4;accendi il riscaldamento camera da letto
335;136;Reminders;reminders;reminders;action;OPERATOR;none;Set the heat to 22 degrees ;reminders-reminders;When the bedroom temperature is below 22 ° and it's 10pm, it sends a notification as a reminder reminding you to turn on the heating in the bedroom.;student2019-4;accendi il riscaldamento camera da letto
336;137;user/cognitive/@trainingTime;cognitive;trainingtime;condition;equal;rule;60;cognitive-trainingtime;If the user does not train for at least 60 minutes between 08:00 and 10:00, turn on a relaxing light in the living room and send the user three alarms as a notification reminding him to train for the necessary time.;student2019-4;allenamento giornaliero
337;137;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;sequential;invokeFunctions:lightScene;livingroom-relax;If the user does not train for at least 60 minutes between 08:00 and 10:00, turn on a relaxing light in the living room and send the user three alarms as a notification reminding him to train for the necessary time.;student2019-4;allenamento giornaliero
338;137;Alarms;alarms;alarms;action;OPERATOR;none;You have to train for at least 60 minutes a day!;alarms-alarms;If the user does not train for at least 60 minutes between 08:00 and 10:00, turn on a relaxing light in the living room and send the user three alarms as a notification reminding him to train for the necessary time.;student2019-4;allenamento giornaliero
339;138;environment/twentyFourHoursWeatherForecast/@rain;twentyfourhoursweatherforecast;rain;condition;equal;and;TRUE;twentyfourhoursweatherforecast-rain;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà
340;138;technology/light/@state;greatluminaire;state;condition;equal;rule;ON;greatluminaire-state;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà
341;138;Alarms;alarms;alarms;action;OPERATOR;sequential;Remember that tomorrow will rain;alarms-alarms;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà
342;138;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;none;update:lightColor;livingroom-hue color light living room;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà
343;139;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;condition;outside;and;BEDROOM;relativeposition-typeofproximity;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore
344;139;technology/light/@state;bedroomlight;state;event;equal;rule;ON;bedroomlight-state;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore
345;139;Reminders;reminders;reminders;action;OPERATOR;sequential;you turned on the light by mistake;reminders-reminders;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore
346;139;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;bedroom-alllight;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore
347;140;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the refrigerator door  is open, it sends a notification to the user to remind him;student2019-5;1
348;140;Reminders;reminders;reminders;action;OPERATOR;none;Close fridge's door;reminders-reminders;If the refrigerator door  is open, it sends a notification to the user to remind him;student2019-5;1
349;141;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE;currentweather-rain;If it is raining outside and the windows (in the living room) are open, it sends two alarm notifications to the user;student2019-5;2
350;141;environment/@doorWindowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;livingroom-windowsensor;If it is raining outside and the windows (in the living room) are open, it sends two alarm notifications to the user;student2019-5;2
351;141;Alarms;alarms;alarms;action;OPERATOR;none;Close the windows;alarms-alarms;If it is raining outside and the windows (in the living room) are open, it sends two alarm notifications to the user;student2019-5;2
352;142;user/activity/@medicationName;activity;medicationname;condition;equal;rule;cardio aspirina;activity-medicationname;If the user has not yet taken cardio aspirin, between 8.00 a.m. and 9 a.m., send two alarm notifications and turn on the red lights in the kitchen for 1 minute;student2019-5;3
353;142;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;sequential;update:lightColor;kitchen-hue color light kitchen;If the user has not yet taken cardio aspirin, between 8.00 a.m. and 9 a.m., send two alarm notifications and turn on the red lights in the kitchen for 1 minute;student2019-5;3
354;142;Alarms;alarms;alarms;action;OPERATOR;none;Cardioaspirina;alarms-alarms;If the user has not yet taken cardio aspirin, between 8.00 a.m. and 9 a.m., send two alarm notifications and turn on the red lights in the kitchen for 1 minute;student2019-5;3
355;143;environment/@temperatureLevel;bedroom;temperaturelevel;condition;lessthen;and;13;bedroom-temperaturelevel;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4
356;143;technology/light/@color;bedroomlight;color;condition;equal;rule;AZURE;bedroomlight-color;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4
357;143;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;sequential;invokeFunctions:changeApplianceState;bedroom-alllight;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4
358;143;Alarms;alarms;alarms;action;OPERATOR;none;Low temperature in bedroom;alarms-alarms;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4
359;144;user/activity/@wakingup;activity;wakingup;event;equal;and;TRUE;activity-wakingup;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5
360;144;technology/light/@state;bedroomportablelight;state;condition;equal;rule;ON;bedroomportablelight-state;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5
361;144;Reminders;reminders;reminders;action;OPERATOR;sequential;Wake up;reminders-reminders;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5
362;144;applianceState/Bathroom/allLight;bathroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;bathroom-alllight;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5
363;145;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the fridge door remains open,  send a text message saying: Remember to close the fridge;student2019-6;close fridge
364;145;Reminders;reminders;reminders;action;OPERATOR;none;Remember to close the fridge;reminders-reminders;If the fridge door remains open,  send a text message saying: Remember to close the fridge;student2019-6;close fridge
365;146;environment/currentWeather/@outdoorCondition;currentweather;outdoorcondition;event;equal;and;THUNDERSTORM;currentweather-outdoorcondition;When the storm arrives, if the windows of the living room are open, send two text messages: Remember to close the windows;student2019-6;2
366;146;environment/@doorWindowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;livingroom-windowsensor;When the storm arrives, if the windows of the living room are open, send two text messages: Remember to close the windows;student2019-6;2
367;146;Reminders;reminders;reminders;action;OPERATOR;none;Remember to close the windows;reminders-reminders;When the storm arrives, if the windows of the living room are open, send two text messages: Remember to close the windows;student2019-6;2
368;147;environment/@doorWindowSensor;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;If the entrance door is not closed between 00:00 and 06:00, send three voice alarms saying: Be careful, thieves! and turn on all the lights in the house;student2019-6;3
369;147;Alarms;alarms;alarms;action;OPERATOR;sequential;Be careful, thiefs!;alarms-alarms;If the entrance door is not closed between 00:00 and 06:00, send three voice alarms saying: Be careful, thieves! and turn on all the lights in the house;student2019-6;3
370;147;applianceState/all/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;all-alllight;If the entrance door is not closed between 00:00 and 06:00, send three voice alarms saying: Be careful, thieves! and turn on all the lights in the house;student2019-6;3
371;148;environment/@gasSensor;kitchen;gassensor;condition;equal;and;TRUE;kitchen-gassensor;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4
372;148;environment/@lightLevel;kitchen;lightlevel;condition;equal;rule;NO_LIGHT;kitchen-lightlevel;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4
373;148;Alarms;alarms;alarms;action;OPERATOR;parallel;Gas leak!;alarms-alarms;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4
374;148;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;kitchen-alllight;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4
375;148;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;none;update:lightColor;kitchen-hue color light kitchen;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4
376;149;user/activity/@wakingup;activity;wakingup;event;equal;and;TRUE;activity-wakingup;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5
377;149;environment/@lightLevel;bedroom;lightlevel;condition;equal;rule;NO_LIGHT;bedroom-lightlevel;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5
378;149;applianceState/Bedroom/@scene;bedroom;relax;action;OPERATOR;sequential;invokeFunctions:lightScene;bedroom-relax;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5
379;149;Reminders;reminders;reminders;action;OPERATOR;none;Have a nice day!;reminders-reminders;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5
380;150;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the fridge door is left open, the system sends three alarm notifications to the user reminding him to close it;student2019-7;1
381;150;Alarms;alarms;alarms;action;OPERATOR;none;You left the fridge open!;alarms-alarms;If the fridge door is left open, the system sends three alarm notifications to the user reminding him to close it;student2019-7;1
382;151;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;condition;outside;and;KITCHEN;relativeposition-typeofproximity;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2
383;151;environment/@gasSensor;kitchen;gassensor;condition;equal;rule;TRUE;kitchen-gassensor;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2
384;151;applianceState/all/@scene;all;biorhythmlight;action;OPERATOR;parallel;invokeFunctions:lightScene;all-biorhythmlight;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2
385;151;Alarms;alarms;alarms;action;OPERATOR;none;Th egas sensor is active, check that you have turned it off!;alarms-alarms;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2
386;152;user/cognitive/@emotionalState;cognitive;emotionalstate;event;equal;and;SAD;cognitive-emotionalstate;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5
387;152;technology/light/@state;livingroomlight;state;condition;equal;rule;OFF;livingroomlight-state;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5
388;152;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;parallel;invokeFunctions:lightScene;livingroom-relax;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5
389;152;Reminders;reminders;reminders;action;OPERATOR;none;Do you want me to play some music?;reminders-reminders;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5
390;153;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE;currentweather-rain;If it starts to rain and the windows of the lounge are open, the system sends three notifications to the user telling him that it is raining and reminding him to close them;student2019-7;4
391;153;environment/@doorWindowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;livingroom-windowsensor;If it starts to rain and the windows of the lounge are open, the system sends three notifications to the user telling him that it is raining and reminding him to close them;student2019-7;4
392;153;Alarms;alarms;alarms;action;OPERATOR;none;It's raining, close the windows;alarms-alarms;If it starts to rain and the windows of the lounge are open, the system sends three notifications to the user telling him that it is raining and reminding him to close them;student2019-7;4
393;154;user/activity/@medicationName;activity;medicationname;condition;equal;rule;pressione;activity-medicationname;If the user has not taken the blood pressure medicine between 14.00 and 15.00, the system turns on the house lights intermittently and sends him three alarm notifications reminding him to take it;student2019-7;3
394;154;applianceState/all/@scene;all;biorhythmlight;action;OPERATOR;parallel;invokeFunctions:lightScene;all-biorhythmlight;If the user has not taken the blood pressure medicine between 14.00 and 15.00, the system turns on the house lights intermittently and sends him three alarm notifications reminding him to take it;student2019-7;3
395;154;Alarms;alarms;alarms;action;OPERATOR;none;You didn't take the meds!;alarms-alarms;If the user has not taken the blood pressure medicine between 14.00 and 15.00, the system turns on the house lights intermittently and sends him three alarm notifications reminding him to take it;student2019-7;3
396;155;environment/@gasSensor;kitchen;gassensor;condition;equal;and;TRUE;kitchen-gassensor;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1
397;155;technology/light/@state;kitchenlight;state;condition;equal;rule;OFF;kitchenlight-state;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1
398;155;Alarms;alarms;alarms;action;OPERATOR;parallel;Has anyone forgotten to turn off the gas?;alarms-alarms;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1
399;155;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;none;update:lightColor;bedroom-hue color light bedroom;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1
400;156;environment/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;event;lessthen;and;6;currentweather-outdoortemperature;When the outside temperature drops below 6 degrees (event) and the sensor located in the corridor detects the open window (condition), it sends the user a reminder that suggests closing the corridor window.;student2019-8;2
401;156;environment/@doorWindowSensor;corridor;doorwindowsensor;condition;equal;rule;CLOSE;corridor-doorwindowsensor;When the outside temperature drops below 6 degrees (event) and the sensor located in the corridor detects the open window (condition), it sends the user a reminder that suggests closing the corridor window.;student2019-8;2
402;156;Reminders;reminders;reminders;action;OPERATOR;none;"""Ã© freddo, Ã© meglio tu chiuda la finestra del corridoio""";reminders-reminders;When the outside temperature drops below 6 degrees (event) and the sensor located in the corridor detects the open window (condition), it sends the user a reminder that suggests closing the corridor window.;student2019-8;2
403;157;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;outside;and;BATHROOM;relativeposition-typeofproximity;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3
404;157;technology/light/@state;bathroomlight;state;condition;equal;rule;ON;bathroomlight-state;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3
405;157;applianceState/Corridor/lightColor;corridor;light strip corridor;action;OPERATOR;parallel;update:lightColor;corridor-light strip corridor;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3
406;157;Reminders;reminders;reminders;action;OPERATOR;none;Remember to turn off the light when you leave the bathroom;reminders-reminders;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3
407;158;technology/light/@brightness;kitchenlight;brightness;condition;lessthen;rule;1;kitchenlight-brightness;If the intensity of the kitchen light bulb is less than 1 (condition), it sends a reminder to the user to remind him to replace the light bulb;student2019-8;4
408;158;Reminders;reminders;reminders;action;OPERATOR;none;Change the kitchen lamp;reminders-reminders;If the intensity of the kitchen light bulb is less than 1 (condition), it sends a reminder to the user to remind him to replace the light bulb;student2019-8;4
409;159;user/physiological/@steps;physiological;steps;condition;morethen;rule;7000;physiological-steps;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition), it activates an alarm only once that reminds the user how it is better to physically activate, taking a walk, also turn on the lights of the living room, setting them to a yellow hue.;student2019-8;5
410;159;Alarms;alarms;alarms;action;OPERATOR;parallel;You did little exercise today. You should take a walk.;alarms-alarms;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition), it activates an alarm only once that reminds the user how it is better to physically activate, taking a walk, also turn on the lights of the living room, setting them to a yellow hue.;student2019-8;5
411;159;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;none;update:lightColor;livingroom-hue color light living room;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition), it activates an alarm only once that reminds the user how it is better to physically activate, taking a walk, also turn on the lights of the living room, setting them to a yellow hue.;student2019-8;5
412;160;technology/light/@state;bathroomlight;state;condition;equal;and;ON;bathroomlight-state;If the bathroom light is not turned off in the time interval from 21:00 to 22:30 (condition), send three text messages to remind the user to turn it off before going to sleep.;student2019-8;6
413;160;environment/dateTime/@localTime;datetime;localtime;condition;equal;rule;21:00;datetime-localtime;If the bathroom light is not turned off in the time interval from 21:00 to 22:30 (condition), send three text messages to remind the user to turn it off before going to sleep.;student2019-8;6
414;160;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""Remember to turn off the bathroom light before going to sleep!""";reminders-reminders;If the bathroom light is not turned off in the time interval from 21:00 to 22:30 (condition), send three text messages to remind the user to turn it off before going to sleep.;student2019-8;6
415;161;environment/sensors/@motion;kitchen;motion;condition;equal;and;VALUE;kitchen-motion;If no movement in the kitchen by the sensor is recorded (condition) and the gas sensor becomes active (event), send a reminder to the user via text message to remind him to turn off the gas stove as soon as possible.;student2019-8;7
416;161;environment/sensors/@gasSensor;kitchen;gassensor;event;equal;rule;VALUE;kitchen-gassensor;If no movement in the kitchen by the sensor is recorded (condition) and the gas sensor becomes active (event), send a reminder to the user via text message to remind him to turn off the gas stove as soon as possible.;student2019-8;7
417;161;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""Gas stove unattended, turn it off as soon as you can!""";reminders-reminders;If no movement in the kitchen by the sensor is recorded (condition) and the gas sensor becomes active (event), send a reminder to the user via text message to remind him to turn off the gas stove as soon as possible.;student2019-8;7
418;162;XPATH;relativeposition;typeofproximity;condition;inside;NEXTOPERATOR;bedroom;relativeposition-typeofproximity;If the child is not in the bedroom in the time interval from 23:00 to 00:00 (condition with 'Not'), send the parent (s) three alarms and turn on the light of (their) bedroom, setting it to red.;student2019-8;8
419;162;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""Child is not in the bedroom!""";reminders-reminders;If the child is not in the bedroom in the time interval from 23:00 to 00:00 (condition with 'Not'), send the parent (s) three alarms and turn on the light of (their) bedroom, setting it to red.;student2019-8;8
420;162;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If the child is not in the bedroom in the time interval from 23:00 to 00:00 (condition with 'Not'), send the parent (s) three alarms and turn on the light of (their) bedroom, setting it to red.;student2019-8;8
421;163;environment/sensors/@motion;kitchen;motion;condition;equal;and;VALUE;kitchen-motion;If the motion sensor in the kitchen detects a degree of movement lower than -3 (condition) and the refrigerator door is open (condition), the LED strip in the corridor lights up, setting it to a mango tango color.;student2019-8;9
422;163;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the motion sensor in the kitchen detects a degree of movement lower than -3 (condition) and the refrigerator door is open (condition), the LED strip in the corridor lights up, setting it to a mango tango color.;student2019-8;9
423;163;applianceState/Corridor/lightColor;corridor;light strip corridor;action;OPERATOR;NEXTOPERATOR;update:lightColor;corridor-light strip corridor;If the motion sensor in the kitchen detects a degree of movement lower than -3 (condition) and the refrigerator door is open (condition), the LED strip in the corridor lights up, setting it to a mango tango color.;student2019-8;9
424;164;user/activity/sleep/@bedInOut;test-user;bedinout;event;equal;and;OUT;test-user-bedinout;When the user gets up (event) and the bedside light is not on (condition), the lights in (his) bedroom turn on, setting them to slate blue. A reminder will then be sent to wish him a good awakening.;student2019-8;10
425;164;technology/light/@state;smalllight;state;condition;equal;rule;OFF;smalllight-state;When the user gets up (event) and the bedside light is not on (condition), the lights in (his) bedroom turn on, setting them to slate blue. A reminder will then be sent to wish him a good awakening.;student2019-8;10
426;164;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;When the user gets up (event) and the bedside light is not on (condition), the lights in (his) bedroom turn on, setting them to slate blue. A reminder will then be sent to wish him a good awakening.;student2019-8;10
427;164;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""good awakening!""";reminders-reminders;When the user gets up (event) and the bedside light is not on (condition), the lights in (his) bedroom turn on, setting them to slate blue. A reminder will then be sent to wish him a good awakening.;student2019-8;10
428;165;technology/light/@state;livingroomlight;state;event;equal;rule;OFF;livingroomlight-state;if the living room light is on, send a notification saying: living room light on.;student2019-9;1
429;165;Reminders;reminders;reminders;action;OPERATOR;none;Living room light on;reminders-reminders;if the living room light is on, send a notification saying: living room light on.;student2019-9;1
430;166;environment/@doorWindowSensor;entrance;doorsensor;event;equal;and;OPEN;entrance-doorsensor; if the weather sensor of the window is active and it is raining outside, send a text message saying: close window;student2019-9;2
431;166;environment/currentWeather/@rain;currentweather;rain;condition;equal;rule;TRUE;currentweather-rain; if the weather sensor of the window is active and it is raining outside, send a text message saying: close window;student2019-9;2
432;166;Reminders;reminders;reminders;action;OPERATOR;none;Close the window;reminders-reminders; if the weather sensor of the window is active and it is raining outside, send a text message saying: close window;student2019-9;2
433;167;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;inside;rule;LIVINGROOM;relativeposition-typeofproximity;if the person is not at home, except December 25 from 09 to 22, send an alarm with notification: lights off and turn off all the lights in the house.;student2019-9;3
434;167;Alarms;alarms;alarms;action;OPERATOR;parallel;Lights off;alarms-alarms;if the person is not at home, except December 25 from 09 to 22, send an alarm with notification: lights off and turn off all the lights in the house.;student2019-9;3
435;167;applianceState/all/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;all-alllight;if the person is not at home, except December 25 from 09 to 22, send an alarm with notification: lights off and turn off all the lights in the house.;student2019-9;3
436;168;environment/@motion;livingroom;motion;condition;equal;and;VALUE;livingroom-motion;if there is movement in the living room and the lights are off, send a text message to the user saying: movement detected in the living room and turn on all the lights in the house.;student2019-9;4
437;168;technology/light/@state;greatluminaire;state;condition;equal;rule;OFF;greatluminaire-state;if there is movement in the living room and the lights are off, send a text message to the user saying: movement detected in the living room and turn on all the lights in the house.;student2019-9;4
438;168;Alarms;alarms;alarms;action;OPERATOR;parallel;Movement in the house;alarms-alarms;if there is movement in the living room and the lights are off, send a text message to the user saying: movement detected in the living room and turn on all the lights in the house.;student2019-9;4
439;168;applianceState/all/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;all-alllight;if there is movement in the living room and the lights are off, send a text message to the user saying: movement detected in the living room and turn on all the lights in the house.;student2019-9;4
440;169;user/activity/@wakingup;activity;wakingup;event;equal;and;TRUE;activity-wakingup;if the user is awake and the room light is on, activate the relaxing light mode and send a text message with the day's programs.;student2019-9;5
441;169;technology/light/@state;bedroomlight;state;condition;equal;rule;ON;bedroomlight-state;if the user is awake and the room light is on, activate the relaxing light mode and send a text message with the day's programs.;student2019-9;5
442;169;applianceState/Bedroom/@scene;bedroom;relax;action;OPERATOR;parallel;invokeFunctions:lightScene;bedroom-relax;if the user is awake and the room light is on, activate the relaxing light mode and send a text message with the day's programs.;student2019-9;5
443;169;Reminders;reminders;reminders;action;OPERATOR;none;Today's appointments;reminders-reminders;if the user is awake and the room light is on, activate the relaxing light mode and send a text message with the day's programs.;student2019-9;5
444;170;technology/light/@temperature;bedroomportablelight;temperature;condition;equal;rule;0;bedroomportablelight-temperature;If the bedside light is above 5299K, it will send a notification suggesting to turn to warmer shades.;student2019-10;1
445;170;Reminders;reminders;reminders;action;OPERATOR;none;Don't strain your eyes, turn the color to warmer shades;reminders-reminders;If the bedside light is above 5299K, it will send a notification suggesting to turn to warmer shades.;student2019-10;1
446;171;environment/dateTime/@localTime;datatime;localtime;event;equal;and;21:30;datatime-localtime;If it's after 9:30 pm and the bedroom light is high, send a notification suggesting that you turn down the brightness in the room.;student2019-10;2
447;171;environment/@lightLevel;bedroom;lightlevel;condition;equal;rule;NORMAL_LIGHT;bedroom-lightlevel;If it's after 9:30 pm and the bedroom light is high, send a notification suggesting that you turn down the brightness in the room.;student2019-10;2
448;171;Reminders;reminders;reminders;action;OPERATOR;none;Lower the brightness of the light for better rest;reminders-reminders;If it's after 9:30 pm and the bedroom light is high, send a notification suggesting that you turn down the brightness in the room.;student2019-10;2
449;172;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;outside;and;KITCHEN;relativeposition-typeofproximity;If the user leaves the kitchen and the refrigerator door is open, turn on the lights in the corridor and send a notification.;student2019-10;5
