id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;naturalLanguage;author;ruleName;partialNaturalLanguage;descriptiveName;normalizedDescriptiveName
288;122;environment/@motion;bedroom;motion;condition;equal;rule;VALUE;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning, an alarm sounds 3 times notifying: Wake up, you'll be late and the lights in the room will turn on.;student2019-1;regola 3;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning;bedroom-motion;
289;122;Alarms;alarms;alarms;action;OPERATOR;sequential;Wake up, you'll be late.;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning, an alarm sounds 3 times notifying: Wake up, you'll be late and the lights in the room will turn on.;student2019-1;regola 3;"an alarm sounds 3 times notifying: ""Wake up  you'll be late"" and";alarms-alarms;
290;122;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;none;invokeFunctions:lightScene;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning, an alarm sounds 3 times notifying: Wake up, you'll be late and the lights in the room will turn on.;student2019-1;regola 3;the lights in the room will turn on.;bedroom-activate;
291;123;user/position/timeInsideARoom/@timeInsideBedroom;timeinsidearoom;timeinsidebedroom;condition;morethen;and;20;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;student2019-1;regola 4;If the time spent in the bedroom is more than 20 minutes and;timeinsidearoom-timeinsidebedroom;
292;123;technology/light/@state;bedroomlight;state;condition;equal;rule;ON;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;student2019-1;regola 4;the lights are on;bedroomlight-state;
293;123;Alarms;alarms;alarms;action;OPERATOR;sequential;Energy saving mode activated.;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;student2019-1;regola 4;the action signaled by an alarm with notification: Energy saving mode active and;alarms-alarms;
294;123;applianceState/Bedroom/@scene;bedroom;relax;action;OPERATOR;none;invokeFunctions:lightScene;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;student2019-1;regola 4;the intensity of the lighting in the room will be lowered.;bedroom-relax;
295;124;user/personalData/@age;personaldata;age;condition;morethen;and;70;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";student2019-1;regola 5;If the user is over 70 years old;personaldata-age;
296;124;technology/light/@state;bedroomportablelight;state;event;equal;rule;ON;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";student2019-1;regola 5;when the bedside light is turned on;bedroomportablelight-state;
297;124;applianceState/Corridor/lightColor;corridor;light strip corridor;action;OPERATOR;parallel;update:lightColor;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";student2019-1;regola 5;a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house;corridor-light strip corridor;
298;124;Reminders;reminders;reminders;action;OPERATOR;none;The bedside light is on;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";student2019-1;regola 5;"a notification sms ""The bedside light is on"" will also be sent to a relative designated by";reminders-reminders;
299;125;technology/light/@brightness;bedroomportablelight;brightness;event;morethen;rule;100;When the brightness of the portable light of the bedroom  becomes greater than 100, send a reminder by mail to adjust lights;student2019-2;regola 1;When the brightness of the portable light of the bedroom  becomes greater than 100;bedroomportablelight-brightness;
300;125;Reminders;reminders;reminders;action;OPERATOR;none;Lower the brightness;When the brightness of the portable light of the room bed becomes greater than 100, send a reminder by mail to adjust lights;student2019-2;regola 1;"send a reminder ""Lower the brightness"" by mail to adjust lights";reminders-reminders;
301;126;environment/@doorWindowSensor;entrance;doorsensor;event;equal;or;OPEN;When the entrance door sensor indicates that it is open or the living room window sensor indicates that is open, send three sms.;student2019-2;regola 2;When the entrance door sensor indicates that it is open or;entrance-doorsensor;
302;126;environment/@doorWindowSensor;livingroom;windowsensor;event;equal;rule;OPEN;When the entrance door sensor indicates that it is open or the living room window sensor indicates that is open, send three sms.;student2019-2;regola 2;the living room window sensor indicates that is open;livingroom-windowsensor;
303;126;Reminders;reminders;reminders;action;OPERATOR;none;Close doors and / or windows;When the entrance door sensor indicates that it is open or the living room window sensor indicates that is open, send three sms.;student2019-2;regola 2;"send three sms ""Close doors and / or windows"".";reminders-reminders;
304;127;user/physiological/@steps;physiological;steps;condition;morethen;rule;500;If between 07:19 and 21:19 the test user has not taken more than 500 steps, the biorhythmic light turns on and sends an alarm via notification.;student2019-2;regola 3;If between 07:19 and 21:19 the test user has not taken more than 500 steps;physiological-steps;
305;127;applianceState/all/@scene;all;biorhythmlight;action;OPERATOR;parallel;invokeFunctions:lightScene;If between 07:19 and 21:19 the test user has not taken more than 500 steps, the biorhythmic light turns on and sends an alarm via notification.;student2019-2;regola 3;the biorhythmic light turns on and;all-biorhythmlight;
306;127;Alarms;alarms;alarms;action;OPERATOR;none;Increase physical activity;If between 07:19 and 21:19 the test user has not taken more than 500 steps, the biorhythmic light turns on and sends an alarm via notification.;student2019-2;regola 3;"sends an alarm ""Increase physical activity"" via notification";alarms-alarms;
307;128;environment/@smokeSensor;kitchen;smokesensor;event;equal;and;VALUE;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.;student2019-2;regola 4;When the smoke sensor in the kitchen is activated and;kitchen-smokesensor;
308;128;technology/light/@brightness;kitchenlight;brightness;event;lessthen;rule;30;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.;student2019-2;regola 4; the brightness in the kitchen becomes less than 30%;kitchenlight-brightness;
309;128;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;parallel;update:lightColor;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.;student2019-2;regola 4;turn on the red light in the kitchen and;kitchen-hue color light kitchen;
310;128;Alarms;alarms;alarms;action;OPERATOR;none;some smoke comes from the kitchen;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.;student2019-2;regola 4;"send the alarm ""some smoke comes from the kitchen"" via notification.";alarms-alarms;
311;129;technology/appliance/@door;fridge;door;condition;equal;and;OPEN;If the refrigerator door is open and the test user is over 75, he turns on all the kitchen lights and sends a reminder via notification.;student2019-2;regola 5;If the refrigerator door is open and;fridge-door;
312;129;user/personalData/@age;personaldata;age;condition;morethen;rule;75;If the refrigerator door is open and the test user is over 75, he turns on all the kitchen lights and sends a reminder via notification.;student2019-2;regola 5;the test user is over 75;personaldata-age;
313;129;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;If the refrigerator door is open and the test user is over 75,  turns on all the kitchen lights and sends a reminder via notification.;student2019-2;regola 5;turns on all the kitchen lights and;kitchen-alllight;
314;129;Reminders;reminders;reminders;action;OPERATOR;none;Close the fridge door;If the refrigerator door is open and the test user is over 75, he turns on all the kitchen lights and sends a reminder via notification.;student2019-2;regola 5;"sends a reminder ""Close the fridge door"" via notification";reminders-reminders;
315;130;technology/light/@state;livingroomlight;state;condition;equal;and;OFF;If the lights are off and it's 7am, turn them on and send text me.;student2019-3;accendi le luci della sala alle 7;If the lights are off and;livingroomlight-state;
316;130;environment/dateTime/@localTime;datetime;localtime;event;equal;rule;07:00;If the lights are off and it's 7am, turn them on and send text me.;student2019-3;accendi le luci della sala alle 7;it's 7am;datetime-localtime;
317;130;Alarms;alarms;alarms;action;OPERATOR;sequential;"""Accese le luci""";If the lights are off and it's 7am, turn them on and send text me.;student2019-3;accendi le luci della sala alle 7;turn them on and;alarms-alarms;
318;130;applianceState/LivingRoom/allLight;livingroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;If the lights are off and it's 7am, turn them on and turn them on and;student2019-3;accendi le luci della sala alle 7;" send the text message ""Lights on"" to me.";livingroom-alllight;
319;131;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;If the refrigerator door is left open, send a voice message.;student2019-3;porta del frigo aperta;If the refrigerator door is left open;fridge-door;
320;131;Reminders;reminders;reminders;action;OPERATOR;none;"""Porta del frigo aperta""";If the refrigerator door is left open, send a voice message.;student2019-3;porta del frigo aperta;" send the voice ""Fridge door left open"" message";reminders-reminders;
321;132;technology/light/@state;bedroomportablelight;state;condition;equal;and;ON;If the room light is on and the user is not inside, turn it off and notify him via an SMS.;student2019-3;luci della camera accese;If the bedroom light is on and;bedroomportablelight-state;
322;132;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;inside;rule;BEDROOM;If the room light is on and the user is not inside, turn it off and notify him via an SMS.;student2019-3;luci della camera accese;the user is not inside bedroom;relativeposition-typeofproximity;
323;132;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;sequential;invokeFunctions:changeApplianceState;If the room light is on and the user is not inside, turn it off and notify him via an SMS.;student2019-3;luci della camera accese;turn it off and ;bedroom-alllight;
324;132;Reminders;reminders;reminders;action;OPERATOR;none;Lights on!;If the room light is on and the user is not inside, turn it off and notify him via an SMS.;student2019-3;luci della camera accese;"and notify him via an SMS ""Lights were on!"".";reminders-reminders;
325;133;user/cognitive/@emotionalState;cognitive;emotionalstate;condition;equal;rule;HAPPY;If the user is not happy, send a message and turn on the lights in the room.;student2019-3;se non sei di buon umore;If the user is not happy;cognitive-emotionalstate;
326;133;Alarms;alarms;alarms;action;OPERATOR;sequential;Call mum;If the user is not happy, send a message and turn on the lights in the room.;student2019-3;se non sei di buon umore;" send her the message ""Call mum"" and";alarms-alarms;
327;133;applianceState/LivingRoom/allLight;livingroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;If the user is not happy, send a message and turn on the lights in the room.;student2019-3;se non sei di buon umore;turn on the lights in the room;livingroom-alllight;
328;134;environment/dateTime/@localTime;datetime;localtime;event;equal;and;06:50;If it's 6:50 am and it's December 9th, send a text reminder to go to work.;student2019-3;vai a lavoro presto il 9;If it's 6:50 am and;datetime-localtime;
329;134;environment/dateTime/@localDate;datetime;localdate;condition;equal;rule;09/02/2019;If it's 6:50 am and it's December 9th, send a text reminder to go to work.;student2019-3;vai a lavoro presto il 9;it's December 9th;datetime-localdate;
330;134;Reminders;reminders;reminders;action;OPERATOR;none;"""Svegliati""";If it's 6:50 am and it's December 9th, send a text reminder to go to work.;student2019-3;vai a lavoro presto il 9;" send a text reminder ""Wake up"" to go to work";reminders-reminders;
331;135;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;If the fridge door is open, it sends a notification as a reminder reminding you to close the fridge door.;student2019-4;porta del frigo apera;If the fridge door is open;fridge-door;
332;135;Reminders;reminders;reminders;action;OPERATOR;none;Close the fridge door;If the fridge door is open, it sends a notification as a reminder reminding you to close the fridge door.;student2019-4;porta del frigo apera;" it sends the notification ""Close the fridge door"" reminding you to close the fridge door";reminders-reminders;
333;136;environment/@temperatureLevel;bedroom;temperaturelevel;event;lessthen;and;22;When the bedroom temperature is below 22 ° and it's 10pm, it sends a notification as a reminder reminding you to turn on the heating in the bedroom.;student2019-4;accendi il riscaldamento camera da letto;When the bedroom temperature is below 22  degrees and;bedroom-temperaturelevel;
334;136;environment/dateTime/@localTime;datetime;localtime;condition;equal;rule;22:00;When the bedroom temperature is below 22 ° and it's 10pm, it sends a notification as a reminder reminding you to turn on the heating in the bedroom.;student2019-4;accendi il riscaldamento camera da letto;it's 10pm;datetime-localtime;
335;136;Reminders;reminders;reminders;action;OPERATOR;none;Set the heat to 22 degrees ;When the bedroom temperature is below 22 ° and it's 10pm, it sends a notification as a reminder reminding you to turn on the heating in the bedroom.;student2019-4;accendi il riscaldamento camera da letto;" it sends the notification ""Set the heat to 22 degrees "" reminding you to turn on the heating in the bedroom.";reminders-reminders;
336;137;user/cognitive/@trainingTime;cognitive;trainingtime;condition;equal;rule;60;If the user does not train for at least 60 minutes between 08:00 and 10:00, turn on a relaxing light in the living room and send the user three alarms as a notification reminding him to train for the necessary time.;student2019-4;allenamento giornaliero;If the user does not train for at least 60 minutes between 08:00 and 10:00;cognitive-trainingtime;
337;137;applianceState/LivingRoom/@scene;livingroom;activate;action;OPERATOR;sequential;invokeFunctions:lightScene;If the user does not train for at least 60 minutes between 08:00 and 10:00, turn on a relaxing light in the living room and send the user three alarms as a notification reminding him to train for the necessary time.;student2019-4;allenamento giornaliero; turn on the activating light scene in the living room and;livingroom-relax;
338;137;Alarms;alarms;alarms;action;OPERATOR;none;You have to train for at least 60 minutes a day!;If the user does not train for at least 60 minutes between 08:00 and 10:00, turn on a relaxing light in the living room and send the user three alarms as a notification reminding him to train for the necessary time.;student2019-4;allenamento giornaliero;"end the user three alarms ""You have to train for at least 60 minutes a day!"" reminding him to train for the necessary time.";alarms-alarms;
339;138;environment/twentyFourHoursWeatherForecast/@rain;twentyfourhoursweatherforecast;rain;condition;equal;and;TRUE;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà;If tomorrow it will rain and;twentyfourhoursweatherforecast-rain;
340;138;technology/light/@state;greatluminaire;state;condition;equal;rule;ON;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà;the great luminaire is on;greatluminaire-state;
341;138;Alarms;alarms;alarms;action;OPERATOR;sequential;Remember that tomorrow will rain;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà;send an alarm as a text message reminding you that it will rain tomorrow;alarms-alarms;
342;138;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;none;update:lightColor;If tomorrow it will rain and the great luminaire is on, send an alarm as a text message reminding you that it will rain tomorrow and turn on the light in the living room with electric blue color for 30 minutes.;student2019-4;domani pioverà;and turn on the light in the living room with electric blue color for 30 minutes.;livingroom-hue color light living room;
343;139;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;condition;outside;and;BEDROOM;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore;If the user is out of the bedroom and;relativeposition-typeofproximity;
344;139;technology/light/@state;bedroomlight;state;event;equal;rule;ON;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore;the bedroom light is turned on;bedroomlight-state;
345;139;Reminders;reminders;reminders;action;OPERATOR;sequential;you turned on the light by mistake;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore;send a notification as a reminder stating that the light was turned on by mistake and;reminders-reminders;
346;139;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;If the user is out of the bedroom and the bedroom light is turned on, send a notification as a reminder stating that the light was turned on by mistake and turn it off.;student2019-4;luce camera da letto accesa per errore;turn it off;bedroom-alllight;
347;140;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;If the refrigerator door  is open, it sends a notification to the user to remind him;student2019-5;1;If the refrigerator door  is open;fridge-door;
348;140;Reminders;reminders;reminders;action;OPERATOR;none;Close fridge's door;If the refrigerator door  is open, it sends a notification to the user to remind him;student2019-5;1;" it sends the notification ""Close fridge's door"" to the user to remind him";reminders-reminders;
349;141;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE;If it is raining outside and the windows (in the living room) are open, it sends two alarm notifications to the user;student2019-5;2;If it is raining outside and;currentweather-rain;
350;141;environment/@doorWindowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;If it is raining outside and the windows (in the living room) are open, it sends two alarm notifications to the user;student2019-5;2;the windows (in the living room) are open;livingroom-windowsensor;
351;141;Alarms;alarms;alarms;action;OPERATOR;none;Close the windows;If it is raining outside and the windows (in the living room) are open, it sends two alarm notifications to the user;student2019-5;2;" it sends two notifications ""Close the windows"" to the user";alarms-alarms;
352;142;user/activity/@medicationName;activity;medicationname;condition;equal;rule;cardio aspirina;If the user has not yet taken cardio aspirin, between 8.00 a.m. and 9 a.m., send two alarm notifications and turn on the red lights in the kitchen for 1 minute;student2019-5;3;If the user has not yet taken cardio aspirin between 8.00 a.m. and 9 a.m.;activity-medicationname;
353;142;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;sequential;update:lightColor;If the user has not yet taken cardio aspirin, between 8.00 a.m. and 9 a.m., send two alarm notifications and turn on the red lights in the kitchen for 1 minute;student2019-5;3;turn on the red lights in the kitchen for 1 minute and;kitchen-hue color light kitchen;
354;142;Alarms;alarms;alarms;action;OPERATOR;none;Cardioaspirina;If the user has not yet taken cardio aspirin, between 8.00 a.m. and 9 a.m., send two alarm notifications and turn on the red lights in the kitchen for 1 minute;student2019-5;3;" send two alarm ""Cardioaspirina"" notifications";alarms-alarms;
355;143;environment/@temperatureLevel;bedroom;temperaturelevel;condition;lessthen;and;13;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4;If the bedroom temperature is below 13 degrees and;bedroom-temperaturelevel;
356;143;technology/light/@color;bedroomlight;color;condition;equal;rule;AZURE;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4;the room lights are blue;bedroomlight-color;
357;143;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;sequential;invokeFunctions:changeApplianceState;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4;turns on neutral lights in the room and;bedroom-alllight;
358;143;Alarms;alarms;alarms;action;OPERATOR;none;Low temperature in bedroom;If the bedroom temperature is below 13 degrees and the room lights are blue, it sends two alarm messages to the user and turns on neutral lights in the room;student2019-5;4;"it sends two alarm messages ""Low temperature in bedroom"" to the user";alarms-alarms;
359;144;user/activity/@wakingup;activity;wakingup;event;equal;and;TRUE;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5;If the user has woken up and;activity-wakingup;
360;144;technology/light/@state;bedroomportablelight;state;condition;equal;rule;ON;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5;the bedside table light is on blue;bedroomportablelight-state;
361;144;Reminders;reminders;reminders;action;OPERATOR;sequential;Wake up;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5;"sends two reminders ""Wake up"" messages and";reminders-reminders;
362;144;applianceState/Bathroom/allLight;bathroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;If the user has woken up and the bedside table light is on blue, he sends two alarm text messages and turns on the bathroom lights;student2019-5;5;turns on the bathroom lights;bathroom-alllight;
363;145;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;If the fridge door remains open,  send a text message saying: Remember to close the fridge;student2019-6;close fridge;If the fridge door remains open;fridge-door;
364;145;Reminders;reminders;reminders;action;OPERATOR;none;Remember to close the fridge;If the fridge door remains open,  send a text message saying: Remember to close the fridge;student2019-6;close fridge;send a text message saying: Remember to close the fridge;reminders-reminders;
365;146;environment/currentWeather/@outdoorCondition;currentweather;outdoorcondition;event;equal;and;THUNDERSTORM;When the storm arrives, if the windows of the living room are open, send two text messages: Remember to close the windows;student2019-6;2;When a thunderstorm is coming;currentweather-outdoorcondition;
366;146;environment/@doorWindowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;When the storm arrives, if the windows of the living room are open, send two text messages: Remember to close the windows;student2019-6;2; if the windows of the living room are open;livingroom-windowsensor;
367;146;Reminders;reminders;reminders;action;OPERATOR;none;Remember to close the windows;When the storm arrives, if the windows of the living room are open, send two text messages: Remember to close the windows;student2019-6;2; send two text messages: Remember to close the windows;reminders-reminders;
368;147;environment/@doorWindowSensor;entrance;doorsensor;condition;equal;rule;CLOSE;If the entrance door is not closed between 00:00 and 06:00, send three voice alarms saying: Be careful, thieves! and turn on all the lights in the house;student2019-6;3;If the entrance door is not closed between 00:00 and 06:00;entrance-doorsensor;
369;147;Alarms;alarms;alarms;action;OPERATOR;sequential;Be careful, thiefs!;If the entrance door is not closed between 00:00 and 06:00, send three voice alarms saying: Be careful, thieves! and turn on all the lights in the house;student2019-6;3;send three voice alarms saying: Be careful  thieves! and;alarms-alarms;
370;147;applianceState/all/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;If the entrance door is not closed between 00:00 and 06:00, send three voice alarms saying: Be careful, thieves! and turn on all the lights in the house;student2019-6;3; turn on all the lights in the house;all-alllight;
371;148;environment/@gasSensor;kitchen;gassensor;condition;equal;and;TRUE;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4;If the gas sensor is activated in the kitchen and;kitchen-gassensor;
372;148;environment/@lightLevel;kitchen;lightlevel;condition;equal;rule;NO_LIGHT;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4;if the light in the kitchen is off;kitchen-lightlevel;
373;148;Alarms;alarms;alarms;action;OPERATOR;parallel;Gas leak!;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4;it sends three alarms per notification with the words: Gas leak and;alarms-alarms;
374;148;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4;turn on the light in the kitchen and;kitchen-alllight;
375;148;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;none;update:lightColor;If the gas sensor is activated in the kitchen and if the light in the kitchen is off, it sends three alarms per notification with the words: Gas leak and turn on the red light in the kitchen for 30 minutes.;student2019-6;4;change its color to red for 30 minutes;kitchen-hue color light kitchen;
376;149;user/activity/@wakingup;activity;wakingup;event;equal;and;TRUE;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5;When the user wakes up;activity-wakingup;
377;149;environment/@lightLevel;bedroom;lightlevel;condition;equal;rule;NO_LIGHT;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5; if the bedroom lights are off;bedroom-lightlevel;
378;149;applianceState/Bedroom/@scene;bedroom;relax;action;OPERATOR;sequential;invokeFunctions:lightScene;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5;it sets the lights in relax mode (impact not too strong) and;bedroom-relax;
379;149;Reminders;reminders;reminders;action;OPERATOR;none;Have a nice day!;When the user wakes up, if the room lights are off, he sets the lights in relax mode (impact not too strong) and sends a voice that says: Have a nice day.;student2019-6;5; sends a voice that says: Have a nice day.;reminders-reminders;
380;150;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;If the fridge door is left open, the system sends three alarm notifications to the user reminding him to close it;student2019-7;1;If the fridge door is left open;fridge-door;
381;150;Alarms;alarms;alarms;action;OPERATOR;none;You left the fridge open!;If the fridge door is left open, the system sends three alarm notifications to the user reminding him to close it;student2019-7;1;the system sends three alarm notifications to the user reminding him to close it;alarms-alarms;
382;151;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;condition;outside;and;KITCHEN;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2;If the user is not in the kitchen and ;relativeposition-typeofproximity;
383;151;environment/@gasSensor;kitchen;gassensor;condition;equal;rule;TRUE;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2;the kitchen gas sensor is active;kitchen-gassensor;
384;151;applianceState/all/@scene;all;biorhythmlight;action;OPERATOR;parallel;invokeFunctions:lightScene;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2;the system turns on the house lights intermittently and;all-biorhythmlight;
385;151;Alarms;alarms;alarms;action;OPERATOR;none;The gas sensor is active, check that you have turned it off!;If the user is not in the kitchen and the gas sensor is active, the system turns on the house lights intermittently and warns him with three notifications to check that you have turned off the gas;student2019-7;2;warns him with three notifications to check that you have turned off the gas;alarms-alarms;
386;152;user/cognitive/@emotionalState;cognitive;emotionalstate;event;equal;and;SAD;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5;If the user is sad and;cognitive-emotionalstate;
387;152;technology/light/@state;livingroomlight;state;condition;equal;rule;OFF;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5;light in the lounge is off;livingroomlight-state;
388;152;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;parallel;invokeFunctions:lightScene;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5;the system activates the lights in a relaxing way and;livingroom-relax;
389;152;Reminders;reminders;reminders;action;OPERATOR;none;Do you want me to play some music?;If the user is sad and the light in the lounge is off, the system activates the lights in a relaxing way and asks the user if they want to listen to some music;student2019-7;5;asks the user if she want to listen to some music;reminders-reminders;
390;153;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE;If it starts to rain and the windows of the lounge are open, the system sends three notifications to the user telling him that it is raining and reminding him to close them;student2019-7;4;If it starts to rain and;currentweather-rain;
391;153;environment/@doorWindowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;If it starts to rain and the windows of the lounge are open, the system sends three notifications to the user telling him that it is raining and reminding him to close them;student2019-7;4;the windows of the lounge are open;livingroom-windowsensor;
392;153;Alarms;alarms;alarms;action;OPERATOR;none;It's raining, close the windows;If it starts to rain and the windows of the lounge are open, the system sends three notifications to the user telling him that it is raining and reminding him to close them;student2019-7;4;the system sends three notifications to the user telling him that it is raining and reminding him to close them;alarms-alarms;
393;154;user/activity/@medicationName;activity;medicationname;condition;equal;rule;pressione;If the user has not taken the blood pressure medicine between 14.00 and 15.00, the system turns on the house lights intermittently and sends him three alarm notifications reminding him to take it;student2019-7;3;If the user has not taken the blood pressure medicine between 14.00 and 15.00;activity-medicationname;
394;154;applianceState/all/@scene;all;biorhythmlight;action;OPERATOR;parallel;invokeFunctions:lightScene;If the user has not taken the blood pressure medicine between 14.00 and 15.00, the system turns on the house lights intermittently and sends him three alarm notifications reminding him to take it;student2019-7;3;the system turns on the house lights intermittently and;all-biorhythmlight;
